PassengerId,Pclass,Survived,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Boat,Body,Home/Dest
513,3,0,"Deacon, Mr. Alva",male,,0,0,368323,6.95,,Q,,,
514,2,0,"Butler, Mr. Ken",male,42.0,1,0,243847,27.0,,S,,,London
515,3,0,"Abelson, Mrs. Brandy",female,45.0,0,1,2691,14.4542,,C,,,"Syria Ottawa, ON"
516,1,0,"Otter, Mr. Chad",male,23.0,0,0,12749,93.5,B24,S,,,"Montreal, PQ"
517,1,0,"Sutton, Mr. Morton",male,24.0,0,0,PC 17593,79.2,B86,C,,,
518,1,1,"Salkjelsvik, Miss. Judy",female,19.0,0,0,112053,30.0,B42,S,3,,"Greenwich, CT"
519,2,1,"Ilmakangas, Miss. Charlene",female,8.0,1,1,26360,26.0,,S,11,,"Plymouth, Devon / Detroit, MI"
520,3,0,"Andrew, Mr. Collin",male,38.5,0,0,SOTON/O.Q. 3101262,7.25,,S,,32.0,
521,3,1,"Flynn, Mrs. Sophie",female,15.0,1,0,2659,14.4542,,C,,,
522,3,0,"Cor, Mr. Clay",male,25.0,0,0,349250,7.8958,,S,,,
523,2,1,"Reynaldo, Mr. Rickey",male,31.0,0,0,244270,13.0,,S,9,,"London, England"
524,3,0,"Pasic, Mr. Dudley",male,17.0,2,0,A/4 48873,8.05,,S,,,"West Bromwich, England Pontiac, MI"
525,3,1,"Somerton, Mr. Freddy",male,27.0,0,0,347089,6.975,,S,15,,
526,1,1,"Cann, Mrs. Ruby",female,51.0,0,1,PC 17592,39.4,D28,S,9,,"Paris, France"
527,3,1,"Sweet, Miss. Pam",female,,0,0,370370,7.75,,Q,15,,
528,3,0,"Lingane, Mr. Heath",male,28.0,1,0,STON/O2. 3101279,15.85,,S,,,
529,2,0,"Niskanen, Mrs. Regina",female,30.0,0,0,237249,13.0,,S,,,"Provo, UT"
530,3,0,"Vestrom, Mr. Federico",male,28.0,0,0,C 4001,22.525,,S,,173.0,
531,3,0,"Hassab, Miss. Madeline",female,,0,0,382649,7.75,,Q,,,
532,3,0,"Slabenoff, Mr. Al",male,43.0,0,0,A/5 3536,8.05,,S,,,
533,3,1,"Beane, Miss. Kayla",female,1.0,1,1,347742,11.1333,,S,15,,
534,1,1,"Fleming, Miss. Norma",female,16.0,0,0,110152,86.5,B79,S,8,,
535,3,0,"Bird, Mr. Cruz",male,35.0,0,0,STON/O 2. 3101273,7.125,,S,,,
536,3,0,"Blackwell, Mr. Giovanni",male,,0,0,2686,7.2292,,C,,,
537,2,0,"Chibnall, Mr. Shaun",male,19.0,0,0,28004,10.5,,S,,,
538,3,1,"Oreskovic, Mr. Laurence",male,18.0,0,0,A/5 3540,8.05,,S,12,,"London Brooklyn, NY"
539,3,1,"Rood, Miss. Kristina",female,16.0,0,0,367231,7.75,,Q,16,,"Co Longford, Ireland New York, NY"
540,3,0,"Lahtinen, Mr. Giovanni",male,,0,0,2684,7.225,,C,,,
541,1,1,"Jonkoff, Mrs. Melissa",female,47.0,1,0,W.E.P. 5734,61.175,E31,S,4,,"Amenia, ND"
542,1,0,"Drapkin, Mr. Carl",male,31.0,1,0,F.C. 12750,52.0,B71,S,,,"Montreal, PQ"
543,3,0,"Kantor, Mr. Sandy",male,45.5,0,0,2628,7.225,,C,,312.0,
544,3,0,"Petranec, Master. Delbert",male,9.0,4,2,347077,31.3875,,S,,,"Sweden Worcester, MA"
545,1,0,"van Billiard, Mr. Allen",male,58.0,0,2,35273,113.275,D48,C,,122.0,"Lexington, MA"
546,3,0,"Todoroff, Mr. Jarrett",male,31.0,0,0,347063,7.775,,S,,,
547,1,1,"Hampe, Mr. Barry",male,,0,0,111163,26.0,,S,1,,"New York, NY"
548,2,1,"Bystrom, Miss. Jackie",female,27.0,0,0,34218,10.5,E101,S,16,,"Bath, England / Massachusetts"
549,1,1,"Kent, Mrs. Annie",female,,1,0,PC 17604,82.1708,,C,6,,"New York, NY"
550,2,1,"Olsson, Mrs. Jeanne",female,45.0,0,0,223596,13.5,,S,9,,"London / New York, NY"
551,3,0,"Willer, Mr. Galen",male,,0,0,349223,7.8958,,S,,,
552,3,0,"Eklund, Mrs. Krystal",female,29.0,0,4,349909,21.075,,S,,206.0,
553,1,1,"Rintamaki, Miss. Nancy",female,42.0,0,0,PC 17757,227.525,,C,4,,
554,1,1,"Hays, Mrs. Sara",female,,1,0,17464,51.8625,D21,S,8,,"Southington / Noank, CT"
555,1,1,"Enander, Miss. Cindy",female,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4,,"Haverford, PA / Cooperstown, NY"
556,3,0,"Jermyn, Mr. Donnell",male,28.0,0,0,347464,7.8542,,S,,,
557,3,0,"Mayne, Master. Frederic",male,4.0,4,1,382652,29.125,,Q,,,
558,3,0,"Gracie, Miss. Miriam",female,18.0,0,0,330963,7.8792,,Q,,,"Co Sligo, Ireland New York, NY"
559,3,0,"Mulvihill, Mr. Micah",male,28.0,2,0,3101277,7.925,,S,,,"Ruotsinphytaa, Finland New York, NY"
560,1,1,"Dika, Mrs. Judith",female,35.0,1,0,113803,53.1,C123,S,D,,"Scituate, MA"
561,1,1,"McNamee, Miss. Kim",female,30.0,0,0,113798,31.0,,C,4,,
562,1,1,"Wilkes, Mrs. Marilyn",female,35.0,1,0,113789,52.0,,S,8,,"New York, NY"
563,1,0,"Bjornstrom-Steffansson, Mr. Joe",male,50.0,1,0,PC 17761,106.425,C86,C,,62.0,"Deephaven, MN / Cedar Rapids, IA"
564,2,0,"Leader, Mr. Andre",male,52.0,0,0,248731,13.5,,S,,130.0,"Bronx, NY"
565,3,0,"Connolly, Mr. Graham",male,25.0,0,0,36864,7.7417,,Q,,,"New York, NY"
566,2,0,"Fischer, Mr. Trevor",male,43.0,0,1,S.O./P.P. 2,21.0,,S,,,"Ilfracombe, Devon"
567,3,0,"Coxon, Mrs. Kari",female,26.0,0,2,SOTON/O.Q. 3101315,13.775,,S,,,
568,3,0,"Milling, Mr. Pasquale",male,,8,2,CA. 2343,69.55,,S,,,
569,1,1,"Cherry, Mrs. Elizabeth",female,53.0,2,0,11769,51.4792,C101,S,D,,"Bayside, Queens, NY"
570,2,0,"Jonsson, Mr. Clifton",male,24.0,0,0,C.A. 29566,10.5,,S,,108.0,
571,3,0,"Nosworthy, Mr. Courtney",male,40.5,0,0,C.A. 6212,15.1,,S,,187.0,
572,1,0,"Lewy, Mrs. Linda",female,25.0,1,2,113781,151.55,C22 C26,S,,,"Montreal, PQ / Chesterville, ON"
573,3,0,"Baumann, Miss. Angie",female,23.0,0,0,STON/O2. 3101290,7.925,,S,,,
574,3,1,"Montvila, Mr. Fabian",male,,0,0,367228,7.75,,Q,,,
575,1,0,"Lewy, Miss. Patricia",female,2.0,1,2,113781,151.55,C22 C26,S,,,"Montreal, PQ / Chesterville, ON"
576,3,0,"Gill, Mr. Ronny",male,,0,0,383121,7.75,F38,Q,,,
577,3,0,"Madsen, Mr. Mickey",male,30.0,0,0,2685,7.2292,,C,,,
578,3,0,"Ryerson, Mrs. Patsy",female,39.0,1,5,347082,31.275,,S,,,"Sweden Winnipeg, MN"
579,3,0,"Meyer, Miss. Paulette",female,,0,0,330935,8.1375,,Q,,,
580,3,0,"Jardin, Mr. Anderson",male,28.0,0,0,345783,9.5,,S,,,
581,3,1,"Meanwell, Miss. Geneva",female,19.0,0,0,330958,7.8792,,Q,C,,"Kilmacowen, Co Sligo, Ireland New York, NY"
582,3,1,"Vander Planke, Miss. Teri",female,21.0,0,0,343120,7.65,,S,C,,
583,3,1,"Chaudanson, Miss. Rosalie",female,14.0,1,0,2651,11.2417,,C,C,,
584,3,0,"Glynn, Miss. Beulah",female,25.0,0,0,347071,7.775,,S,,,
585,3,0,"Bing, Mr. Eldon",male,21.0,0,0,350029,7.8542,,S,,69.0,
586,3,0,"Troupiansky, Mr. Rusty",male,,0,0,2624,7.225,,C,,,
587,3,0,"Lundahl, Mr. Teddy",male,22.0,0,0,14973,8.05,,S,,47.0,
588,3,1,"Serepeca, Miss. Tricia",female,18.0,0,0,3101265,7.4958,,S,16,,
589,3,0,"Funk, Mr. Rodger",male,20.0,0,0,345769,9.5,,S,,,
590,3,0,"Chisholm, Mr. Forest",male,16.0,2,0,345764,18.0,,S,,,
591,1,0,"Hays, Mr. Clarence",male,41.0,1,0,17464,51.8625,D21,S,,,"Southington / Noank, CT"
592,3,0,"Sloper, Mr. Abdul",male,,0,0,A/5 2466,8.05,,S,,,
593,3,0,"Johnston, Mr. Elvis",male,22.0,0,0,A/5 21172,7.25,,S,,,
594,1,1,"Svensson, Miss. Phyllis",female,15.0,0,1,24160,211.3375,B5,S,2,,"St Louis, MO"
595,3,1,"Yrois, Master. Tomas",male,3.0,1,1,C.A. 37671,15.9,,S,2,,"England Brooklyn, NY"
596,1,0,"Lockyer, Mr. Wesley",male,21.0,0,1,35281,77.2875,D26,S,,169.0,"Brunswick, ME"
597,1,0,"Foley, Mrs. Marjorie",female,63.0,1,0,PC 17483,221.7792,C55 C57,S,,,"New York, NY"
598,3,1,"Patchett, Mr. Jackson",male,27.0,0,0,315098,8.6625,,S,15,,
599,2,0,"Murdlin, Mr. Lorenzo",male,29.0,1,0,11668,21.0,,S,,,"Plymouth, England"
600,2,0,"Abelseth, Mr. Tyrone",male,24.0,0,0,233866,13.0,,S,,155.0,"Clevedon, England"
601,3,0,"Lundstrom, Mr. Robby",male,19.0,0,0,349205,7.8958,,S,,,
602,2,1,"Ware, Mrs. Vera",female,32.0,0,0,234604,13.0,,S,9,,Russia
603,1,0,"Navratil, Mr. Edwin",male,36.0,0,0,13049,40.125,A10,C,,,"Winnipeg, MB"
604,3,0,"Henry, Mr. Garrett",male,40.0,0,0,2623,7.225,,C,,,
605,2,1,"de Messemaeker, Mrs. Darlene",female,42.0,0,0,236852,13.0,,S,,,"New York, NY"
606,3,1,"Sirayanian, Miss. Krista",female,,1,0,367230,15.5,,Q,16,,
607,2,1,"Thorneycroft, Miss. June",female,27.0,1,0,SC/PARIS 2149,13.8583,,C,12,,"Barcelona, Spain / Havana, Cuba"
608,3,1,"Saether, Mr. Rod",male,22.0,0,0,2620,7.225,,C,6,,
609,3,1,"Chaudanson, Master. Blair",male,12.0,1,0,2651,11.2417,,C,C,,
610,2,0,"Rush, Mrs. Elsie",female,22.0,0,0,F.C.C. 13534,21.0,,S,,,"India / Pittsburgh, PA"
611,3,1,"Nasser, Mr. Fidel",male,32.0,0,0,1601,56.4958,,S,C,,"Hong Kong New York, NY"
612,1,1,"Kvillner, Mr. Edward",male,,0,0,111427,26.55,,S,9,,"Los Angeles, CA"
613,1,0,"Stead, Mr. Eugene",male,55.0,1,1,12749,93.5,B69,S,,307.0,"Montreal, PQ"
614,3,0,"Pasic, Mr. Elbert",male,24.0,2,0,A/4 48871,24.15,,S,,,"West Bromwich, England Pontiac, MI"
615,3,0,"Odahl, Mr. Quincy",male,23.0,0,0,7267,9.225,,S,,,
616,2,0,"Torfa, Mr. Dwight",male,23.0,2,1,29104,11.5,,S,,,"Cornwall / Akron, OH"
617,3,0,"Braf, Mr. Reuben",male,17.0,1,0,350048,7.0542,,S,,,
618,2,0,"Risien, Mr. Marshall",male,,0,0,SC/A.3 2861,15.5792,,C,,,"New York, NY"
619,1,1,"Walker, Mr. Derek",male,17.0,0,2,17421,110.8833,C70,C,B,,"Haverford, PA"
620,1,1,"Evans, Miss. Dorothy",female,32.0,0,0,11813,76.2917,D15,C,8,,
621,3,0,"Leeni, Mr. Jarrett",male,24.0,0,0,7266,9.325,,S,,,
622,3,0,"Seward, Miss. Lora",female,28.0,0,0,349245,7.8958,,S,,,
623,3,0,"Icard, Mr. Williams",male,29.0,0,0,7545,9.4833,,S,,,
624,2,0,"Sivola, Miss. Dora",female,24.0,0,0,248747,13.0,,S,,,Paris
625,1,1,"van Billiard, Miss. Peggy",female,23.0,1,0,35273,113.275,D36,C,6,,"Lexington, MA"
626,3,0,"Sjoblom, Mr. Robin",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,,S,,,
627,2,0,"Waelens, Mr. Dana",male,,0,0,239853,0.0,,S,,,Belfast
628,2,1,"Razi, Miss. Stacy",female,34.0,0,0,243880,13.0,,S,12,,"Brooklyn, NY"
629,2,1,"Allison, Mrs. Joanne",female,19.0,1,0,2908,26.0,,S,13,,"Norwich / New York, NY"
630,3,0,"Wenzel, Mr. Morton",male,47.0,0,0,345765,9.0,,S,,,
631,1,0,"Foo, Col. Alva",male,60.0,0,0,113800,26.55,,S,,,"England Salt Lake City, Utah"
632,3,0,"Plotcharsky, Mr. Darwin",male,,1,0,367229,7.75,,Q,,,
633,3,0,"Turpin, Miss. Ginger",female,2.0,1,1,370129,20.2125,,S,,,
634,2,1,"Maybery, Miss. Tamara",female,20.0,0,0,C.A. 33112,36.75,,S,11,,"Cornwall / Hancock, MI"
635,3,0,"Peter, Miss. Mable",female,30.0,0,0,315084,8.6625,,S,,,
636,2,0,"Garside, Miss. Loretta",female,18.0,1,1,250650,13.0,,S,,,"Kontiolahti, Finland / Detroit, MI"
637,3,0,"Johnston, Mr. Rodrigo",male,36.0,0,0,A/5 21175,7.25,,S,,,
638,3,1,"Sundman, Mr. Terence",male,29.0,0,0,382651,7.75,,Q,13 15 B,,"Co Athlone, Ireland New York, NY"
639,3,0,"Parr, Mrs. Doreen",female,,0,0,65305,8.1125,,S,,,
640,1,1,"Maguire, Mr. Pierre",male,40.0,0,0,112277,31.0,A31,C,7,,"Glen Ridge, NJ"
641,3,0,"Christy, Mr. Alva",male,,0,0,358585,14.5,,S,,,
642,3,1,"Adahl, Miss. Karla",female,,0,0,383123,7.75,,Q,15 16,,
643,1,1,"Davis, Miss. Erma",female,30.0,0,0,PC 17761,106.425,,C,2,,
644,3,0,"Sutehall, Mr. Delmar",male,38.0,0,0,349249,7.8958,,S,,,
645,2,0,"Brown, Mr. Maurice",male,34.0,1,0,226875,26.0,,S,,,"Warwick, England"
646,3,0,"Harrison, Mr. Raphael",male,51.0,0,0,347743,7.0542,,S,,,
647,3,0,"Milling, Miss. Freda",female,,8,2,CA. 2343,69.55,,S,,,
648,1,1,"Duran y More, Mrs. Kathy",female,45.0,0,1,PC 17759,63.3583,D10 D12,C,7,,"New York, NY"
649,3,0,"Hodges, Mr. Junior",male,11.0,0,0,2699,18.7875,,C,,,
650,1,1,"Gallagher, Mrs. Edith",female,35.0,1,0,13236,57.75,C28,C,11,,"New York, NY"
651,2,1,"Stokes, Mr. Joey",male,20.0,0,0,SC/PARIS 2166,13.8625,D38,C,7,,"Cologne, Germany"
652,3,0,"Turpin, Mrs. Janis",female,41.0,0,2,370129,20.2125,,S,,,
653,3,0,"Thomas, Master. Erich",male,11.5,1,1,A/5. 851,14.5,,S,,1.0,
654,3,0,"Kassem, Miss. Natasha",female,9.0,2,2,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
655,3,1,"Betros, Mrs. Priscilla",female,24.0,0,3,2666,19.2583,,C,C,,"Syria New York, NY"
656,3,1,"Nancarrow, Mr. Eli",male,,0,0,1601,56.4958,,S,C,,
657,3,1,"Yousif, Miss. Irma",female,19.0,1,0,350046,7.8542,,S,16,,
658,2,1,"Schabert, Mrs. Gertrude",female,34.0,0,0,C.A. 34260,10.5,F33,S,14,,"Chicago, IL"
659,3,1,"Givard, Miss. Shelley",female,22.0,0,0,C 7077,7.25,,S,13,,
660,3,1,"Ryerson, Miss. Myrtle",female,17.0,4,2,3101281,7.925,,S,D,,"Ruotsinphyhtaa, Finland New York, NY"
661,3,1,"Gale, Miss. Latoya",female,,2,0,367226,23.25,,Q,16,,
662,2,0,"Skoog, Mrs. Erica",female,,0,0,F.C.C. 13534,21.0,,S,,,"Upper Burma, India Pittsburgh, PA"
663,1,1,"Shellard, Mrs. Kelly",female,45.0,0,1,112378,59.4,,C,7,,"New York, NY"
664,1,1,"Assaf, Miss. Joan",female,22.0,0,2,13568,49.5,B39,C,5,,"Zurich, Switzerland"
665,2,0,"Rekic, Mr. Jamie",male,35.0,0,0,239865,26.0,,S,,322.0,"Liverpool / Montreal, PQ"
666,1,0,"Taylor, Mr. Eddie",male,33.0,0,0,113790,26.55,,S,,109.0,London
667,3,0,"Simonius-Blumer, Mr. Alphonse",male,,0,0,SOTON/OQ 3101316,8.05,,S,,,
668,3,0,"Turkula, Mr. Isaiah",male,55.5,0,0,A.5. 11206,8.05,,S,,201.0,
669,1,1,"Giles, Mrs. Emma",female,,0,0,PC 17585,79.2,,C,D,,"New York, NY"
670,3,1,"Harris, Miss. Cora",female,5.0,0,0,364516,12.475,,S,13,,"New York, NY"
671,1,1,"Honkanen, Miss. Gloria",female,24.0,3,2,19950,263.0,C23 C25 C27,S,10,,"Winnipeg, MB"
672,2,0,"Peruschitz, Mr. Nick",male,39.0,0,0,28213,13.0,,S,,,"Middleburg Heights, OH"
673,1,0,"Abbott, Mr. Alfred",male,47.0,0,0,110465,52.0,C110,S,,207.0,"Worcester, MA"
674,3,0,"Wittevrongel, Mr. Ariel",male,,0,0,1222,7.8792,,S,,153.0,
675,1,0,"Williams, Mr. Russell",male,,0,0,17463,51.8625,E46,S,,,"Brighton, MA"
676,3,1,"Beane, Mrs. Sonya",female,27.0,0,2,347742,11.1333,,S,15,,
677,3,0,"Carrau, Mr. Terrell",male,43.0,0,0,349226,7.8958,,S,,,
678,1,1,"Stead, Miss. Tammy",female,24.0,0,0,11767,83.1583,C54,C,7,,"New York, NY"
679,3,0,"Ridsdale, Miss. Faye",female,,0,0,364859,7.75,,Q,,,
680,2,1,"Rugg, Ms. Melinda",female,28.0,0,0,230434,13.0,,S,9,,Spain
681,3,0,"Doharr, Mr. Alva",male,26.0,0,0,341826,8.05,,S,,103.0,"Bournemouth, England"
682,3,0,"Conlon, Mr. Alvaro",male,,0,0,C.A. 42795,7.55,,S,,,
683,1,1,"Whabee, Mlle. Diana",female,24.0,0,0,PC 17482,49.5042,C90,C,6,,"Belgium  Montreal, PQ"
684,1,0,"Jensen, Mr. Rodney",male,55.0,0,0,113787,30.5,C30,S,,,"Montreal, PQ"
685,3,0,"Chaffee, Mr. Kris",male,24.0,1,0,376566,16.1,,S,,,
686,2,0,"Sage, Mr. Jackie",male,28.0,0,0,218629,13.5,,S,,287.0,Glasgow
687,3,0,"Beane, Mr. Blaine",male,33.0,0,0,347062,7.775,,S,,37.0,
688,3,0,"Emanuel, Mr. Rodrigo",male,34.0,0,0,364506,8.05,,S,,,
689,3,0,"Murphy, Mr. Mason",male,,0,0,36568,15.5,,Q,,,
690,3,1,"Laitinen, Mr. Stacey",male,,0,0,312991,7.775,,S,B,,
691,1,1,"Jarvis, Mr. Randall",male,,0,0,19988,30.5,C106,S,3,,"Manchester, England"
692,3,0,"Plotcharsky, Mr. Alva",male,,1,0,367227,7.75,,Q,,,
693,3,0,"Kink-Heilmann, Mrs. Juana",female,26.0,1,0,A/5. 3336,16.1,,S,,,
694,2,0,"Midtsjo, Mr. Jessie",male,34.0,1,0,28664,21.0,,S,,,"Cornwall / Clear Creek, CO"
695,1,1,"Weir, Mrs. Amber",female,45.0,1,1,36928,164.8667,,S,8,,"Youngstown, OH"
696,2,0,"Wheeler, Mr. Kirk",male,32.0,0,0,237216,13.5,,S,,209.0,"Sydney, Australia"
697,2,0,"McCaffry, Mr. Alberto",male,34.0,1,0,244367,26.0,,S,,283.0,"Moscow / Bronx, NY"
698,2,1,"Louch, Mr. Evan",male,29.0,0,0,SC/PARIS 2147,13.8583,,C,9,,"Spain / Havana, Cuba"
699,2,0,"Carter, Rev. Alva",male,28.0,0,1,248727,33.0,,S,,,"Denmark Hill, Surrey / Chicago"
700,3,0,"Pasic, Mr. Conrad",male,21.0,2,0,A/4 48871,24.15,,S,,,"West Bromwich, England Pontiac, MI"
701,1,0,"Hoyt, Mr. Johnny",male,,0,0,PC 17612,27.7208,,C,,,"Chicago, IL"
702,3,1,"Dooley, Mr. Grady",male,36.5,1,0,345572,17.4,,S,15,,"Tampico, MT"
703,1,0,"Krekorian, Mr. Theodore",male,24.0,1,0,13695,60.0,C31,S,,,"Huntington, WV"
704,1,0,"Adams, Mr. Keith",male,,0,0,113778,26.55,D34,S,,,"Westcliff-on-Sea, Essex"
705,3,1,"Phillips, Mrs. Hattie",female,31.0,1,1,363291,20.525,,S,C D,,"Strood, Kent, England Detroit, MI"
706,2,1,"Ilett, Mrs. Pearl",female,24.0,2,3,29106,18.75,,S,4,,"Cornwall / Akron, OH"
707,3,0,"Coutts, Mr. Vern",male,26.0,0,0,349202,7.8958,,S,,,"Bulgaria Chicago, IL"
708,3,0,"Mallet, Mr. Denny",male,20.0,0,0,6563,9.225,,S,,89.0,"Oslo, Norway Cameron, WI"
709,2,0,"Willey, Mr. Rodrigo",male,18.0,0,0,S.O.C. 14879,73.5,,S,,,"New Forest, England"
710,2,1,"Carbines, Miss. Stacey",female,13.0,0,1,250644,19.5,,S,14,,"England / Bennington, VT"
711,3,1,"Sundman, Miss. Sherri",female,30.0,0,0,382650,6.95,,Q,15,,"Co Athlone, Ireland New York, NY"
712,3,1,"Buss, Mr. Roscoe",male,25.0,0,0,2654,7.2292,F E57,C,10,,
713,3,0,"Corey, Mr. Elwood",male,36.0,0,0,LINE,0.0,,S,,,
714,3,1,"Kiernan, Mrs. Delia",female,47.0,1,0,363272,7.0,,S,,,
715,1,1,"Dean, Mrs. Dawn",female,22.0,1,0,113776,66.6,C2,S,8,,"Isleworth, England"
716,3,0,"Kink-Heilmann, Mr. Cliff",male,30.0,1,0,A/5. 3336,16.1,,S,,,
717,3,0,"Long, Mr. Lionel",male,28.0,0,0,392095,7.25,,S,,,"St Denys, Southampton, Hants"
718,3,0,"Peuchen, Miss. Shelia",female,21.0,0,0,364846,7.75,,Q,,,
719,3,0,"Gilinski, Mr. Dexter",male,,0,0,349225,7.8958,,S,,,"Bulgaria Coon Rapids, IA"
720,3,0,"Rood, Miss. Mamie",female,37.0,0,0,368364,7.75,,Q,,,"Co Sligo, Ireland Hartford, CT"
721,3,0,"Shaughnessy, Mr. Jamel",male,,0,0,359309,8.05,,S,,,
722,2,0,"Shaughnessy, Mr. Blake",male,23.0,1,0,28666,10.5,,S,,,
723,3,0,"Frost, Mr. Denver",male,31.0,0,0,21332,7.7333,,Q,,,"Philadelphia, PA"
724,3,1,"Andersson, Mr. Malcolm",male,20.0,0,0,SOTON/O2 3101284,7.925,,S,15,,"Taalintehdas, Finland Hoboken, NJ"
725,3,0,"Ryerson, Master. Garry",male,4.0,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN"
726,3,0,"Crafton, Mr. Rigoberto",male,,0,0,374746,8.05,,S,,,
727,2,1,"Dimic, Miss. Georgia",female,30.0,0,0,234818,12.35,,Q,13,,"Halifax, NS"
728,3,0,"Stankovic, Mr. Zachery",male,22.0,0,0,2669,7.2292,,C,,,
729,1,0,"Coleff, Mr. Dallas",male,48.0,0,0,PC 17591,50.4958,B10,C,,208.0,"Omaha, NE"
730,3,1,"Salomon, Mr. Johnathan",male,25.0,0,0,348122,7.65,F G63,S,A,,"Perkins County, SD"
731,2,1,"Silverthorne, Miss. Gail ",female,20.0,1,0,236853,26.0,,S,12,,"Skara, Sweden / Rockford, IL"
732,2,1,"Slabenoff, Mrs. Sally",female,22.0,0,0,W./C. 14266,10.5,F33,S,14,,Pennsylvania
733,3,0,"Herman, Mr. Otto",male,,0,0,349254,7.8958,,C,,,
734,3,0,"Lundin, Mr. Rolando",male,26.0,1,2,C.A. 2315,20.575,,S,,,"Devon, England Wichita, KS"
735,1,1,"Daher, Col. Leroy",male,56.0,0,0,13213,35.5,A26,C,3,,"Basel, Switzerland"
736,3,0,"Hassan, Mr. Amos",male,42.0,0,0,315088,8.6625,,S,,,
737,1,1,"Clifford, Mr. Warren",male,31.0,0,0,2543,28.5375,C53,C,7,,"Albany, NY"
738,3,0,"Uruchurtu, Mr. Mason",male,31.0,0,0,335097,7.75,,Q,,,"Ireland Brooklyn, NY"
739,3,0,"Ryerson, Miss. Mabel",female,6.0,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN"
740,1,1,"Honkanen, Miss. Evelyn",female,28.0,3,2,19950,263.0,C23 C25 C27,S,10,,"Winnipeg, MB"
741,1,0,"Madigan, Mr. Philip",male,,0,0,113028,26.55,C124,S,,,"Portland, OR"
742,1,1,"Duff Gordon, Mrs. Cynthia",female,,0,0,17770,27.7208,,C,5,,"New York, NY"
743,3,0,"Cumings, Master. Forrest",male,6.0,1,1,2678,15.2458,,C,,,"Syria Kent, ON"
744,2,0,"Vander Cruyssen, Mr. Rodrigo",male,19.0,0,0,28424,13.0,,S,,18.0,"St Ives, Cornwall / Calumet, MI"
745,3,0,"Kelly, Mr. Stevie",male,23.0,0,0,349204,7.8958,,S,,,
746,2,0,"Hart, Mr. Matt",male,25.0,0,0,244361,13.0,,S,,,Liverpool
747,3,1,"Vande Velde, Miss. Gayle",female,15.0,0,0,330923,8.0292,,Q,,,
748,3,0,"Johansson, Miss. Antoinette",female,45.0,0,0,347073,7.75,,S,,,
749,3,0,"Campbell, Mr. Darius",male,24.0,0,0,345781,9.5,,S,,,
750,2,0,"Arnold-Franchi, Mr. Alva",male,57.0,0,0,244346,13.0,,S,,,"West Hoboken, NJ"
751,1,1,"Millet, Miss. April",female,31.0,0,0,16966,134.5,E39 E41,C,3,,
752,1,1,"Leitch, Mme. Maria",female,24.0,0,0,PC 17477,69.3,B35,C,9,,"Paris, France"
753,3,0,"Kenyon, Miss. Kristi",female,24.0,0,0,349236,8.85,,S,,,
754,3,0,"Snyder, Mr. Arnulfo",male,29.0,0,0,315082,7.875,,S,,,
755,3,1,"Sedgwick, Miss. Leticia",female,16.0,0,0,35851,7.7333,,Q,16,,"Co Longford, Ireland New York, NY"
756,3,0,"Sloper, Mr. Dusty",male,28.5,0,0,54636,16.1,,S,,14.0,
757,2,0,"Botsford, Mr. Vicente",male,33.0,0,0,SCO/W 1585,12.275,,S,,,"Philadelphia, PA"
758,1,1,"Walker, Mrs. Pauline",female,39.0,1,1,17421,110.8833,C68,C,4,,"Haverford, PA"
759,3,0,"Berglund, Mr. Issac",male,,0,0,343271,7.0,,S,,,
760,3,0,"Ryerson, Mr. Felipe",male,26.0,0,0,347075,7.775,,S,,,"Hartford, CT"
761,3,0,"McGovern, Mr. Ashley",male,,0,0,36865,7.7375,,Q,,,
762,3,1,"Bing, Mrs. Sandy",female,45.0,1,0,350026,14.1083,,S,11,,
763,1,1,"Kalvik, Miss. Estelle",female,35.0,0,0,PC 17755,512.3292,,C,3,,
764,1,0,"Dika, Mr. Nicholas",male,37.0,1,0,113803,53.1,C123,S,,,"Scituate, MA"
765,3,0,"Rogers, Mr. Basil",male,28.5,0,0,2697,7.2292,,C,,181.0,
766,2,1,"Lindstrom, Master. Reginald",male,0.83,0,2,248738,29.0,,S,13,,"Bangkok, Thailand / Roseville, IL"
767,3,0,"Beattie, Mr. Quentin",male,,1,2,W./C. 6607,23.45,,S,,,
768,2,1,"Moutal, Miss. Estelle",female,30.0,0,0,250648,13.0,,S,10,,"Finland / Washington, DC"
769,2,1,"Jalsevac, Mr. Jordan",male,42.0,0,0,237798,13.0,,S,10,,"Tokyo, Japan"
770,3,0,"Molson, Mr. Fletcher",male,,0,0,392092,8.05,,S,,,
771,3,0,"Milling, Mrs. Lynette",female,,1,9,CA. 2343,69.55,,S,,,
772,2,0,"Hiltunen, Mr. Alfredo",male,32.0,0,0,C.A. 33111,10.5,,S,,,"St Ives, Cornwall / Houghton, MI"
773,3,1,"Lundin, Miss. Lindsey",female,0.17,1,2,C.A. 2315,20.575,,S,10,,"Devon, England Wichita, KS"
